# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1416018800;108602648;155516908;58.88;570644;126904736;2025392;0.74;98860288;29890236
axle;60;1416018860;108388420;155731136;58.96;570688;126904892;2483924;0.91;99054192;29885056
axle;60;1416018920;108133668;155985888;59.06;570704;126904960;2467484;0.90;99310068;29885084
axle;60;1416018980;108134460;155985096;59.06;570716;126905044;2467484;0.90;99334364;29885096
axle;60;1416019040;108135008;155984548;59.06;570732;126905120;2467484;0.90;99334424;29885116
axle;60;1416019100;108133868;155985688;59.06;570744;126905196;2467484;0.90;99332444;29885148
axle;60;1416019160;108134496;155985060;59.06;570772;126905272;2467484;0.90;99334972;29885136
axle;60;1416019220;108134380;155985176;59.06;570780;126905352;2467484;0.90;99335056;29885152
axle;60;1416019280;108134420;155985136;59.06;570800;126905432;2467484;0.90;99334756;29885152
axle;60;1416019340;108566188;155553368;58.90;570824;126905644;2019144;0.74;98893652;29885316
axle;60;1416019400;108550020;155569536;58.90;570836;126905740;2674676;0.98;98909604;29885352
axle;60;1416019460;108511436;155608120;58.92;570860;126905816;2674676;0.98;98946748;29885380
axle;60;1416019520;108444072;155675484;58.94;570880;126905912;2690908;0.98;99020816;29885420
axle;60;1416019580;108418624;155700932;58.95;570892;126905988;2690908;0.98;99044420;29885428
axle;60;1416019640;108392744;155726812;58.96;570916;126906064;2690908;0.98;99068124;29885468
axle;60;1416019700;108393056;155726500;58.96;570936;126906148;2690908;0.98;99068172;29885524
axle;60;1416019760;108393304;155726252;58.96;570948;126906220;2690908;0.98;99068248;29885544
axle;60;1416019820;108393284;155726272;58.96;570964;126906292;2690908;0.98;99070320;29885568
axle;60;1416019880;108393116;155726440;58.96;570976;126906376;2690908;0.98;99074480;29885600
axle;60;1416019940;108392868;155726688;58.96;570988;126906452;2690908;0.98;99075784;29885612
axle;60;1416020000;108393244;155726312;58.96;571000;126906528;2690908;0.98;99077796;29885616
axle;60;1416020060;108392300;155727256;58.96;571008;126906600;2690908;0.98;99077928;29885628
axle;60;1416020120;108389340;155730216;58.96;571024;126906688;2690908;0.98;99079624;29885652
axle;60;1416020180;108390252;155729304;58.96;571036;126906764;2690908;0.98;99079256;29885680
axle;60;1416020240;108390392;155729164;58.96;571040;126906844;2690908;0.98;99079312;29885696
