Linux 3.11.0-17-generic (axle) 	15/11/14 	_x86_64_	(64 CPU)

02:32:20        CPU     %user     %nice   %system   %iowait    %steal     %idle
02:33:20        all      0.48      0.00      0.08      1.11      0.00     98.33
02:34:20        all      0.70      0.00      0.11      1.28      0.00     97.92
02:35:20        all      1.39      0.00      0.06      0.38      0.00     98.17
02:36:20        all      2.17      0.00      0.09      0.11      0.00     97.63
02:37:20        all      2.07      0.00      0.10      0.13      0.00     97.71
02:38:20        all      1.38      0.00      0.05      0.36      0.00     98.21
02:39:20        all      2.14      0.00      0.09      0.13      0.00     97.64
02:40:20        all      2.22      0.00      0.09      0.07      0.00     97.61
02:41:20        all      1.85      0.00      0.13      0.30      0.00     97.72
02:42:20        all      0.61      0.00      0.06      1.03      0.00     98.30
02:43:20        all      0.62      0.00      0.05      1.02      0.00     98.31
02:44:20        all      0.51      0.00      0.04      1.09      0.00     98.36
02:45:20        all      0.46      0.00      0.06      1.09      0.00     98.39
02:46:20        all      0.71      0.00      0.13      0.84      0.00     98.31
02:47:20        all      1.12      0.00      0.11      0.63      0.00     98.13
02:48:20        all      0.47      0.00      0.05      1.13      0.00     98.34
02:49:20        all      0.40      0.00      0.06      1.13      0.00     98.40
02:50:20        all      0.31      0.00      0.07      1.15      0.00     98.47
02:51:20        all      0.69      0.00      0.09      0.93      0.00     98.29
02:52:20        all      0.64      0.00      0.06      1.01      0.00     98.29
02:53:20        all      0.54      0.00      0.06      1.04      0.00     98.36
02:54:20        all      0.67      0.00      0.13      0.86      0.00     98.34
02:55:20        all      1.13      0.00      0.12      0.59      0.00     98.16
02:56:20        all      0.50      0.00      0.05      1.10      0.00     98.34
02:57:20        all      0.25      0.00      0.06      1.22      0.00     98.47
02:58:20        all      0.45      0.00      0.08      1.09      0.00     98.39
02:59:20        all      0.35      0.00      0.05      1.23      0.00     98.37
03:00:20        all      0.19      0.00      0.05      1.30      0.00     98.46
03:01:20        all      0.19      0.00      0.05      1.30      0.00     98.47
03:02:20        all      0.19      0.00      0.05      1.30      0.00     98.46
03:03:20        all      0.19      0.00      0.05      1.30      0.00     98.46
03:04:20        all      0.20      0.00      0.05      1.30      0.00     98.46
03:05:20        all      0.19      0.00      0.05      1.30      0.00     98.46
03:06:20        all      0.20      0.00      0.04      1.30      0.00     98.46
03:07:20        all      1.12      0.00      0.08      0.74      0.00     98.06
03:08:20        all      1.91      0.00      0.10      0.15      0.00     97.85
03:09:20        all      0.57      0.00      0.07      1.02      0.00     98.34
