# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416015650;7623.93;136809.40;14328.35;0.00;15766.18;0.00;0.00;0.00;0.00
axle;60;1416015710;6577.87;136977.27;12433.23;0.00;12570.83;0.00;0.00;0.00;0.00
axle;60;1416015770;10143.87;126708.93;12215.15;0.00;12268.23;0.00;0.00;0.00;0.00
axle;60;1416015830;23175.67;98421.20;12798.87;0.00;13122.15;0.00;0.00;0.00;0.00
axle;60;1416015890;27038.73;36539.07;7633.02;0.00;9821.48;0.00;0.00;0.00;0.00
axle;60;1416015950;42750.00;85248.33;6941.70;0.00;16873.38;0.00;0.00;0.00;0.00
axle;60;1416016010;25610.60;73750.20;7091.82;0.00;11675.17;0.00;0.00;0.00;0.00
axle;60;1416016070;31446.87;78716.13;8742.28;0.00;9077.15;0.00;0.00;0.00;0.00
axle;60;1416016130;25544.60;99194.00;9538.43;0.00;14184.25;0.00;0.00;0.00;0.00
axle;60;1416016190;10911.80;90684.80;9410.77;0.00;9572.90;0.00;0.00;0.00;0.00
axle;60;1416016250;52618.93;79905.53;11934.12;0.00;22956.17;0.00;0.00;0.00;0.00
axle;60;1416016310;2099.40;72123.33;5587.02;0.00;6439.65;0.00;0.00;0.00;0.00
